raw,processed,label
BONUS PULSA 50rb cuma dgn isi ulang 25rb!! Hny Indosat yg bisa begini. Penawaran berlaku s/d 11 April 2016. Bonus 1x utk digunakan ke sesama Indosat Ooredoo,bonus pulsa ribu dengan isi ulang ribu hanya indosat yang tawar laku april bonus untuk guna indosat ooredoo,1
BONUS PULSA Rp 100 rb..!! Spesial untuk kamu pelanggan setia Indosat Ooredo.Hanya dengan isi ulang Rp150rb skrg juga! Penawaran berlaku s.d 13 Jan 2016 (bonus hanya 1x),bonus pulsa rp ribu spesial untuk langgan setia indosat ooredo isi ulang rp ribu sekarang tawar laku jangan bonus,1
"BONUS Rp. 5,000 untuk kamu! Cukup kirim SMS 2X hari ini untuk mendapatkan bonusnya, khusus hari ini saja!  T483",bonus rp untuk cukup kirim sms hari untuk dapat bonus khusus hari,1
"BONUS Rp. 5,000 untuk kamu! Cukup telpon teman kamu selama 2 menit hari ini untuk mendapatkan bonusnya, khusus hari ini saja!  A010",bonus rp untuk cukup telpon teman menit hari untuk dapat bonus khusus hari,1
Buktikan hematnya pakai argo tetap di Bandung dengan GrabCar hingga 20%. Hayu ajakan rerencangan sareng buktikeun nyalira!,bukti hemat pakai argo tetap bandung grabcar hayu aja rencang sareng buktikeun nyalira,1
Buruan Download & Registrasi myCare di http://bit.ly/mycarepLy dan dapatkan Promo 10GB (4G) di Paket Freedoom M & L dengan harga khusus HANYA HARI INI.,buru download registrasi mycare dapat promo gb paket freedoom harga khusus hari,1
"Butuh Piknik?Ada nih liburan GRATIS ke Hongkong!Cara:Pake pulsa AXIS di HP Androidmu buat transaksi sebanyak2nya items Pokemon Go,BIGO,COC, dll!Info838 LD328",butuh piknik ini libur gratis hongkong cara pakai pulsa axis handphone androidmu transaksi nya items pokemon go bigo coc dan lain informasi ld,1
"Buy 2 Get 3 tiket Trans Studio Bandung,mulai 14 Mei-14Juni 2013.Tunjukkan SMS ke petugas di lokasi. Info: www.indosat.com/transstudiobgd",buy get tiket trans studio bandung mulai mei juni tunjuk sms tugas lokasi informasi indosat com tran tudiobgd,1
cuma Rp 7500 dapat nelpon dan SMS UNLIMITED ke sesama Indosat Ooredoo   internetan sepuasnya 3 hari dengan paket Ramadhan Unlimited. ketik *123*88#,rp nelpon sms unlimited indosat ooredoo internetan puas hari paket ramadhan unlimited ketik,1
"Dapatkan BONUS PULSA hg 50rb jika isi ulang di hari Minggu, isi ulang mulai dr 10rb. Ktk: GRATIS krm ke 123. Panduan: ketik PAN krm ke123. Cek bonus tekan*555*3#",dapat bonus pulsa hg ribu isi ulang hari minggu isi ulang mulai dari ribu ktk gratis kirim pandu ketik kapan kirim cek bonus tekan,1
"Dapatkan Bonus SMS Kamu. Hanya dg kirim SMS, Kamu akan dapat Bonus Ratusan SMS ke semua operator. Pakai terus Indosat Ooredoo & raih kebebasan berkomunikasi",dapat bonus sms dengan kirim sms bonus ratus sms operator pakai terus indosat ooredoo raih bebas komunikasi,1
Dapatkan Disc 20% di McDonalds khusus utk pembayaran dgn TCASH TAP!Dptkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo,dapat disc mcdonalds khusus untuk bayar dengan tcash tap dapat stiker tcash tap grapari dekat informasi tsel me tappromo,1
Dapatkan Disc.30% utk Dominos PAN PIZZA!Roti yg lebih tebal dgn keju terasa sampai pinggir!Mulai Rp45500.Kunjungi toko terdekat/telf 1500366/Klik panpizza.co.id,dapat disc untuk dominos kapan pizza roti yang tebal dengan keju asa pinggir mulai rp kunjung toko dekat telf klik panpizza cowok id,1
"Dapatkan EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr dg beli paket FLASH mulai 1GB di MY TELKOMSEL APP. Buruan, cek  di tsel.me/mytsel1 S&K",dapat extra kuota gb lte extra nelpon minta hari dengan beli paket flash mulai gb my telkomsel app buru cek tsel me mytsel,1
"Dapatkan GRATIS 1 cappuccino (hot/ice) & Freza, setiap transaksi min Rp75Rb di EXCELSO Cafe Semarang, Yogya, Solo sd 9 Agust 13. Tunjukkan SMS kpd petugas",dapat gratis cappuccino hot ice freza transaksi min rp ribu excelso cafe semarang yogya solo sd agust tunjuk sms kepada tugas,1
Dapatkan GRATIS Wendy's Crispy Chicken Sandwich dengan minimal pembelian Rp.100.000. Tukarkan SMS ini di Wendy's terdekat! Persediaan terbatas. Promo *606#,dapat gratis wendy crispy chicken sandwich minimal beli rp tukar sms wendy dekat sedia batas promo,1
Dapatkan saldo bermain sebesar Rp 125rb hanya dengan bayar Rp 75rb. Berlaku hari Senin-Kamis. Tukarkan SMS ini segera di Timezone terdekat! Promo *606#,dapat saldo main besar rp ribu bayar rp ribu laku hari senin kamis tukar sms timezone dekat promo,1
"Dapatkan voucher Cipika Rp 100rb utk belanja kuliner, gadget, fashion, dll. Tkn *123*45# pilih Cipika, GRATIS & terbatas. Info: www.indosatooredoo.com/12345",dapat voucher cipika rp ribu untuk belanja kuliner gadget fashion dan lain tkn pilih cipika gratis batas informasi indosatooredoo com,1
"Dear Customer, Kindly values your experience at Telkomsel Service, score between 1(very poor) to 5 (excellent), send SMS to 1166 (FREE) (for int'l charged)",dear customer kindly values your experience at telkomsel service score between very poor tapi excellent send sms tapi bebas untuk int charged,1
Disc.25%  Domino's Pizza Value Range s/d 14 Agustus.Kunjungi store terdekat/hubungi 1500366/visit http://bit.ly/294KoZ6 Kode:VR25D,disc domino pizza value range agustus kunjung store dekat hubung visit kode vr,1
"DISKON 30RIBU khusus pelanggan baru Grab di Bandung. Berlaku 3x: kode promo URANGBANDUNG. Tak usah repot jalanan macet dan susah parkir, Hayu ngeGrab we atuh!",diskon ribu khusus langgan baru grab bandung laku kode promo urangbandung perlu repot jalan macet susah parkir hayu ngegrab aku kalau begitu,1
DISKON 50% kuota NELPON++ 20 MENIT ke smua operator! Cuma Rp7rb (Normal Rp14rb) dg masa aktif panjang. Balas SMS ini dgn ketik Tri. Hanya HARI INI! V712,diskon kuota nelpon menit semua operator rp ribu normal rp ribu dengan masa aktif panjang balas sms dengan ketik tri hari,1
"DISKON 50% utk Kacamata Lengkap + Bonus Kacamata Hitam, Tunjukan SMS ini di JL Gatot Soebroto 88 T.7333812. S&amp;K Berlaku.Promo*606#",diskon untuk kacamata lengkap bonus kacamata hitam tunjuk sms jalan gatot soebroto amp laku promo,1
Domino's PAN PIZZA!Rotinya lebih tebal dgn keju terasa sampai pinggir! Nikmati Disc.30% dimulai Rp45.500.Kunjungi toko terdekat/telf 1500366/Klik panpizza.co.id,domino kapan pizza roti tebal dengan keju asa pinggir nikmat disc mulai rp kunjung toko dekat telf klik panpizza cowok id,1
DOUBLE kuota internet plus UNLIMITED Telpon dan SMS dengan Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,double kuota internet plus unlimited telpon sms paket freedom combo indosat ooredoo hubung indosatooredoo com freedom,1
Download dan rasakan serunya game-game premium pilihan hanya di *900#,download rasa seru main main premium pilih,1
"Dptkn Free member card Larissa Aesthetic Center, disc 15% high treatment & asuransi jiwa, tiap isi ulang pulsa Rp 100rb di Galeri Indosat Jateng DIY s.d 31Des 13",dptkn bebas member card lari jadi orang aesthetic center disc high treatment asuransi jiwa isi ulang pulsa rp ribu galeri indosat jateng daerah istimewa yogyakarta des,1
"Dptkn kesempatan raih hadiah utama mobil Alphard dg cara tukar 500 poin senyum Anda dg 1 kupon Undian s.d tgl 20Jun13,ketik Undian Jmlh Poin ke 7887(Rp25)",dptkn sempat raih hadiah utama mobil alphard dengan cara tukar poin senyum dengan kupon undi tanggal jun ketik undi jmlh poin rp,1
Dukung rehabilitasi & pengembangan potensi anak berkebutuhan khusus di YPAC Jakarta. Mari berbagi melalui SMS Donasi dengan mengetik *123*65#,dukung rehabilitasi kembang potensi anak butuh khusus ypac jakarta mari bagi sms donasi etik,1
"Flash Promo s.d 9 Agt! Ayo datangi Gallery Smartfren terdekat, DISKON 290rb dg tukar HP Smartfrenmu ke Andromax 4G LTE atau 190 utk tukar dg MiFi 4G LTE",flash promo agt ayo datang gallery smartfren dekat diskon ribu dengan tukar handphone smartfrenmu andromax lte untuk tukar dengan mifi lte,1
FREE DoubleScoop Ice Cream / Disc 10% di Haagen-Dasz dengan TCASH TAP! S&K berlaku. Info tsel.me/tappromo,bebas doublescoop ice cream disc haagen dasz tcash tap laku informasi tsel me tappromo,1
"GRATIS 10GB! Bagi yg blm mengganti kartu SIM menjadi SIM 4G, tukarkan skrg di gerai IndosatOoredoo terdekat dan nikmati GRATIS 10GB di jaringan 4G.",gratis gb yang belum ganti kartu sim jadi sim tukar sekarang gerai indosatooredoo dekat nikmat gratis gb jaring,1
"GRATIS nelpon kemana saja, ke semua operator! Cukup beli Internet Harian 100MB seharga Rp1500. Balas SMS ini dgn ketik JS utk membeli. N092",gratis nelpon mana operator cukup beli internet hari mbak harga rp balas sms dengan ketik js untuk beli,1
GRATIS Whatsapp seharian! Cukup beli Internet Harian 100MB seharga Rp1500. Balas SMS ini dgn ketik JR utk membeli. N091,gratis whatsapp hari cukup beli internet hari mbak harga rp balas sms dengan ketik jr untuk beli,1
Gunakan Grab dan nikmati 75% diskon untuk 10x bagi pengguna baru. Masukkan kode COBAGRABCAR sekarang juga dan ajak teman-temanmu keliling bandung tanp,guna grab nikmat diskon untuk guna baru masuk kode cobagrabcar ajak teman teman keliling bandung tanp,1
Gunakan GrabCar atau GrabTaxi & dapatkan diskon 35RIBU ke dan dari Stasiun/Bandara di Bandung. Masukkan kode promo GRABTRAVEL hingga pemakaian 30 September 2016. Hatur Nuhun.,guna grabcar grabtaxi dapat diskon ribu stasiun bandara bandung masuk kode promo grabtravel pakai september hatur nuhun,1
Gunakan TCASH untuk bayar tagihan listrik atau beli token listrik! Cukup hubungi *800# dan pilih menu pembayaran atau pembelian,guna tcash untuk bayar tagih listrik beli token listrik cukup hubung pilih menu bayar beli,1
"Hai Apa Kabar? Ada Bonus Meriah Cukup isi pulsa minimun Rp 5 Ribu s.d 15 November, kamu langsung dapatkan 300 MB GRATIS. Ayo isi pulsa! Bonus utk 3 hari. RL044A",hai kabar bonus riah cukup isi pulsa minimun rp ribu november langsung dapat mbak gratis ayo isi pulsa bonus untuk hari real life,1
"Hallo Bro, beli koin games pakai pulsamu yuk, mudah banget loh sob, cek http://tsel.me/jajanonline",halo saudara laki beli koin games pakai pulsa yuk mudah banget loh sob cek,1
"Hallo urang minang, ado sticker rancak di Group Line Urang Kampuang MINANG GUY, beli pake pulsa Telkomsel",halo saya mang ado sticker rancak group line saya kampuang mang guy beli pakai pulsa telkomsel,1
"Hanya HARI ini! Freedom Combo XL Cuma Rp 89rb (Normal Rp 149rb) 20GB Music streaming gak pake kuota, UNLIMITED Nelp&SMS. Daftar *123#",hari freedom combo xl rp ribu normal rp ribu gb music streaming enggak pakai kuota unlimited nelp sms daftar,1
Hanya HARI INI!!! Cuma dengan seribu kamu langsung dapat 200 MB untuk 3 hari. Cukup balas SMS ini dengan ketik yA4. Buruan beli sekrang TL049B,hari ribu langsung mbak untuk hari cukup balas sms ketik iya buru beli sekarang timeline,1
"HARI INI Freedom Combo XL Rp89rb (normal Rp149rb). DOUBLE kuota 5GB+5GB(4G)+ PROMO 10GB(4G), UNLIMITED nelp & SMS ke Indosat Ooredoo. Ketik FREEDOM XL ke 363",hari freedom combo xl rp ribu normal rp ribu double kuota gb gb promo gb unlimited nelp sms indosat ooredoo ketik freedom xl,1
Hari ini! BRONET 24Jam 3GB 60hr Rp31900 dan BRONETSpecial 6GB 60hr (3GB 24Jam+3GB 00-06) Rp34900 di *123*888# SEGERA aktifkan paketnya sekarang!! Info838 LD300,hari bronet jam gb hari rp bronetspecial gb hari gb jam gb rp aktif paket informasi ld,1
Hari ini!! BRONET Special 4GB (2GB 24Jam+2GB 00-06) 60hr Rp24900 dan BRONET 24Jam 1GB 60hr Rp10900. AYO SEGERA aktifkan paket kamu di *123*888#. Info838 LD309,hari bronet special gb gb jam gb hari rp bronet jam gb hari rp ayo aktif paket informasi ld,1
Hari Rabu saatnya blanja di blanja.com & Nikmati diskon spesial untuk transaksi dengan TCASH! S&K Berlaku. Klik blj.co/tcashrabu,hari rabu blanja blanja com nikmat diskon spesial untuk transaksi tcash laku klik blj cowok tcashrabu,1
Hari Senin saatnya Nonton Hemat hanya 25ribu di Cinema XXI dgn TCASH TAP! Dptkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo,hari senin tonton hemat ribu cema xxi dengan tcash tap dapat stiker tcash tap grapari dekat informasi tsel me tappromo,1
"HARI TERAKHIR! Kunjungi Galeri Smartfren skrng, buat kamu Andromax A 4G jd 99rb (nrml 649rb). Tunggu apa lagi?!Stok terbatas.sd 22Agt.S&K.Info888.DL46J",hari akhir kunjung galeri smartfren sekarang andromax jadi ribu nrml ribu tunggu stok batas sd agt informasi dulu,1
"Hayu dateng, mumpung ada ustad Fatih karim,beliau yg mengislamkan ustad Felix siaw",hayu datang selagi ustad fatih karim beliau yang islam ustad felix siaw,1
Hi! Ayo coba Grab untuk pemesanan taxi yang cepat dan aman. Klik: https://invite.grab.co/37aa4d,hai ayo coba grab untuk mesan taxi cepat aman klik,1
HOT PROMO! Dptkan EXTRA PULSA TSEL 50rb dg beli paket internet pertama kali di My Telkomsel App sjk 25 Agsts - 25 Sept. Cek detail paketnya di tsel.me/mytsel1,hot promo dapat extra pulsa tsel ribu dengan beli paket internet pertama kali my telkomsel app sejak agustus september cek detail paket tsel me mytsel,1
"HOT PROMO: Internetan kuota 1,2GB/30hr HANYA Rp 15ribu aja! Beli di *363*822#. Promo s.d 30Juni16. S&K",hot promo internetan kuota gb hari rp ribu saja beli promo juni,1
"I’m spreading the GO-JEK love. Download the GO-JEK app at “http://go-jek.com/app” and input this referral code “545075264” to get Rp 50,000 free credit to your first booking. #gojekgotmehere",spreading the go jek love download the go jek app at dan input this referral code tapi get rp bebas credit tapi your first booking,1
Ikuti JobFairActive & UjiKlyakanKerjaBerstifikat @PlasaTelkomMlg 9Feb13. dptkan platihan Intrview&Rekom kerja ke ribuan Ph. Info: www.indogetjob.com/085233334106,ikut jobfairactive ujiklyakankerjaberstifikat feb dapat platihan intrview rekom kerja ribu ph informasi indogetjob com,1
Internetan puas kapan aja buat kamu yang butuh kuota besar. Paket SUMO 30GB 30hari semua jaringan. Beli di *123*3*3#. Info 123. D956,internetan puas saja butuh kuota besar paket sumo gb hari jaring beli informasi,1
"Isi saldo TCASHmu  melalui jaringan ATM Bersama & ATM BCA! Lakukan transfer antar bank, Pilih bank TCASH (Kode bank 911). Gunakan No HP sbg no rekening tujuan.",isi saldo tcashmu jaring atm atm baca laku transfer bank pilih bank tcash kode bank guna no handphone bagai no rekening tuju,1
"Isi ulang Kuota++ 3GB berhasil, dan kuota tlh ditambahkan. Nikmati juga BONUS NELPON ke semua Tri Rp10rb, cek bonus di *111*2# atau BimaTri.",isi ulang kuota gb hasil kuota tlh tambah nikmat bonus nelpon tri rp ribu cek bonus bimatri,1
Isi ulang Rp50000.0 berhasil. Kode transaksi 99100827288792. Cek *123*888# untuk promo RABU RAWIT & JUMAT BAIK buat semua Pelanggan AXIS!,isi ulang rp hasil kode transaksi cek untuk promo rabu rawit jumat baik langgan axis,1
Jalani ibadah Haji dg nyaman tnpa prlu ganti kartu lokal.Nikmati GRATIS 2menit/hr trima telp dr IndosatOoredoo&Internet UNLIMITED Rp30Rb/hari.Info: *122*1# PAI3,jalan ibadah haji dengan nyaman tanpa perlu ganti kartu lokal nikmat gratis menit hari terima telepon dari indosatooredoo internet unlimited rp ribu hari informasi pai,1
"Jangan dikejar diskon berlari, beli RAWIT diskon datang sendiri.AYO isi ulang kartu AXIS kamu sekarang,dan pastikan besok ikutan promo Rabu RAWIT.Info838.LD279",kejar diskon lari beli rawit diskon datang ayo isi ulang kartu axis pasti besok ikut promo rabu rawit informasi ld,1
JANGAN LUPA kirim 50 SMS sd 16 Juni 2013 utk mendptkan Gratis 50 SMS ke sesame Indosat selama 2 hr (berlaku 1x selama periode prog). Info:100. US6,lupa kirim sms sd juni untuk mendptkan gratis sms sesame indosat hari laku periode prog informasi uji sekolah,1
"Jangan sampai kalah Bro, games mu bisa terbantu dengan menambah koinmu, beli aja pakai pulsa, cek caranya di http://tsel.me/jajanonline",kalah saudara laki games mu bantu tambah koin beli saja pakai pulsa cek cara,1
"Jangan sampai kehabisan, HARI INI di Baskin Robbins Value Scoop cuma 35.000 lho! Tunjukkan SMS ini. S&K Berlaku. Promo *606#",habis hari baskin robbins value scoop lho tunjuk sms laku promo,1
"Jumat BAIK promo, BRONET 24Jam 1GB 30hr Rp10900 dan BRONET 4GB 60hr (24Jam 2GB + 00-06 2GB) Rp24900. SEGERA aktifkan paketnya melalui *123*888#.Info838.LD268",jumat baik promo bronet jam gb hari rp bronet gb hari jam gb gb rp aktif paket informasi ld,1
"Kapan lg beli paket Flash mulai 1,3GB di MyTelkomsel dpt Extra PULSA Rp 50rb? Utk pembelian pertama sjk 25Aug - 25Sept. Cek detail paket di tsel.me/mytsel1",lagi beli paket flash mulai gb mytelkomsel dapat extra pulsa rp ribu untuk beli pertama sejak aug september cek detail paket tsel me mytsel,1
Karena kamu pelanggan setia kamu bisa tukarkan hp smartfrenmu dg Andromax E 4G LTE hny 859rb(nrml 999rb). Segera ke Galeri Smartfren,langgan setia tukar handphone smartfrenmu dengan andromax lte hanya ribu nrml ribu galeri smartfren,1
